protocol,operation,latency_ms,ledger_bytes,gas_used,block_number,contract_address
RPPS-TDC,worker_registration,501.809215,88,7485,3216,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,503.094847,88,7485,3217,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,501.737043,88,7485,3218,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,501.439630,88,7485,3219,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,499.055576,88,7485,3220,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,518.243816,88,7485,3221,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,485.525802,88,7485,3222,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,501.100529,88,7485,3223,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,502.042032,88,7485,3224,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,499.740586,88,7485,3225,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,502.867846,88,7485,3226,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,498.562032,88,7485,3227,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,501.859302,88,7485,3228,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,499.306689,88,7485,3229,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,499.237188,88,7485,3230,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,652.182023,88,7485,3231,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,501.813411,88,7485,3232,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,499.036158,88,7485,3233,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,500.972196,88,7485,3234,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,539.440589,88,7485,3235,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,504.477660,88,7485,3236,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,500.520783,88,7485,3237,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,501.409299,88,7485,3238,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,501.474548,88,7485,3239,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,529.976270,88,7485,3240,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,537.574990,88,7485,3241,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,466.077413,88,7485,3242,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,503.237676,88,7485,3243,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,605.108438,88,7485,3244,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,501.678063,88,7485,3245,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,536.780398,88,7485,3246,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,499.157569,88,7485,3247,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,512.537502,88,7485,3248,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,520.554202,88,7485,3249,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,500.310910,88,7485,3250,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,501.097175,88,7485,3251,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,585.855754,88,7485,3252,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,500.826419,88,7485,3253,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,502.161676,88,7485,3254,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,502.214638,88,7485,3255,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,506.783847,88,7485,3256,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,503.275608,88,7485,3257,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,588.891447,88,7485,3258,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
BSIF,worker_registration,501.593954,88,7485,3259,0x2d7b92f0ac8eb65bedb58b3264e4ee4f21baa141
RPPS-TDC,worker_registration,500.725273,88,7485,3260,0x90d46e68a51f7c3f2046b7aea6a39d3021f0185b
