protocol,operation,latency_ms,ledger_bytes,gas_used,block_number,contract_address
BSIF,worker_registration,501.195527,88,7485,3083,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,501.478810,88,7485,3084,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,500.184144,88,7485,3085,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,506.878578,88,7485,3086,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,498.468985,88,7485,3087,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,501.045094,88,7485,3088,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,499.867038,88,7485,3089,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,537.869290,88,7485,3090,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,467.865413,88,7485,3091,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,501.975390,88,7485,3092,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,504.686321,88,7485,3093,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,499.553783,88,7485,3094,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,501.349677,88,7485,3095,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,501.281999,88,7485,3096,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,499.636868,88,7485,3097,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,501.028737,88,7485,3098,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,502.183828,88,7485,3099,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,516.404119,88,7485,3100,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,489.676927,88,7485,3101,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,544.802119,88,7485,3102,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,502.060633,88,7485,3103,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,484.192878,88,7485,3104,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,502.433569,88,7485,3105,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,500.961363,88,7485,3106,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,500.302258,88,7485,3107,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,500.692016,88,7485,3108,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,501.472218,88,7485,3109,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,500.022411,88,7485,3110,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,505.772825,88,7485,3111,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,498.349364,88,7485,3112,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,502.875011,88,7485,3113,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,628.139982,88,7485,3114,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,501.573258,88,7485,3115,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,501.404922,88,7485,3116,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,502.201750,88,7485,3117,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,516.473123,88,7485,3118,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,503.478742,88,7485,3119,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,501.926027,88,7485,3120,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,498.697369,88,7485,3121,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,501.345178,88,7485,3122,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,502.372834,88,7485,3123,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,500.139946,88,7485,3124,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,503.379681,88,7485,3125,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,501.018800,88,7485,3126,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,499.853514,88,7485,3127,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,500.614114,88,7485,3128,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,502.763719,88,7485,3129,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,501.330454,88,7485,3130,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,498.458549,88,7485,3131,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,504.262304,88,7485,3132,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,547.235759,88,7485,3133,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,456.439668,88,7485,3134,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,499.292529,88,7485,3135,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,505.356167,88,7485,3136,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,498.982855,88,7485,3137,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,499.997580,88,7485,3138,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,500.434107,88,7485,3139,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,538.566252,88,7485,3140,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,466.900085,88,7485,3141,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,499.625501,88,7485,3142,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,583.094379,88,7485,3143,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,502.155602,88,7485,3144,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,501.818168,88,7485,3145,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,500.250513,88,7485,3146,0xe7f584c389dec3174c463fe999b9e14eb544cede
BSIF,worker_registration,503.798437,88,7485,3147,0xa3c558c294c82a168fe54ae500522853ffc2a1de
RPPS-TDC,worker_registration,501.325812,88,7485,3148,0xe7f584c389dec3174c463fe999b9e14eb544cede
